acousticness,danceability,duration_ms,energy,song_title,artist
0.198,0.507,286413,0.739,Before,Washed Out
0.0198,0.517,245013,0.491,Midnight City,M83
0.00417,0.356,193653,0.872,Lonely Boy,The Black Keys
0.00529,0.563,200600,0.924,Caffeinated Consciousness,TV On The Radio
0.0039,0.567,176893,0.876,Wild Window,Fool's Gold
0.00501,0.633,264000,0.884,Polish Girl,Neon Indian
0.929,0.445,250200,0.461,Calgary,Bon Iver
0.00145,0.575,250826,0.625,Civilization,Justice
0.369,0.662,236733,0.571,Headlines,Drake
0.00096,0.573,256800,0.946,Michael Jackson,Das Racist
0.0244,0.605,369387,0.755,Need You Now,Cut Copy
0.00632,0.374,172960,0.937,Abducted,Cults
0.158,0.714,187293,0.924,Gucci Gucci,Kreayshawn
0.00441,0.207,287667,0.878,Eyes Be Closed,Washed Out
0.0729,0.589,248200,0.938,Echoes,Washed Out
0.652,0.36,217798,0.362,The Daily Mail,Radiohead
0.00091,0.516,251011,0.66,Civilization,Justice
0.126,0.579,212227,0.767,Punch Drunk Love,Teams vs. Star Slinger
0.0184,0.845,415371,0.59,Principles,Benoit & Sergio
0.0914,0.568,277335,0.662,Slow Peels,Com Truise
0.154,0.716,208027,0.724,Dead Wrong,Hanni El Khatib
0.386,0.791,317467,0.729,Do It Roger,Zapp
0.00983,0.795,218147,0.578,Pharaohs (feat. Roses Gabor),SBTRKT
0.00215,0.584,318373,0.761,No Fun,The Stooges
0.676,0.679,282308,0.709,Computer Love,Zapp
0.0693,0.646,180036,0.947,Dutchie Courage,Star Slinger
0.0961,0.704,241733,0.49,Osaka Loop Line,Discovery
0.00254,0.812,237320,0.554,White Horse,Laid Back
0.394,0.76,520133,0.971,Abataka - Original Mix,Ida Engberg
2.15E-05,0.657,214600,0.699,Danger! High Voltage (Soulchild Radio Mix),Electric Six
0.185,0.731,207496,0.812,Say Please,Teams vs. Star Slinger
0.00649,0.805,213280,0.596,You Don't Love Me (No No No),Dawn Penn
0.00947,0.718,171933,0.844,The Yes Strut,Teams vs. Star Slinger
0.0507,0.597,183798,0.746,86 Carrot Gold,Teams vs. Star Slinger
0.738,0.698,101039,0.923,Close to Me,Teams vs. Star Slinger
0.000419,0.823,259680,0.811,How Do You See Me Now,Zdar
0.00176,0.819,231747,0.777,See Me Now,Cassius
0.02,0.671,200754,0.781,Every Freakin' - DJ Ayres remix,DJ Eleven
0.00402,0.872,198101,0.565,Dance Our Way,DJ Eleven
0.00241,0.85,205663,0.664,Flashing Lights,DJ Ayres
0.652,0.36,217798,0.362,The Daily Mail,Radiohead
0.196,0.76,263733,0.76,Bizness,tUnE-yArDs
0.0305,0.874,217783,0.492,Long Heels Red Bottoms,Trina
0.0229,0.527,188560,0.871,I Wanna Be Your Dog,The Stooges
0.000963,0.767,317320,0.712,Jealousy,Martin Solveig
0.233,0.328,225627,0.827,Embody,Sebastian
0.0175,0.702,185840,0.773,Love In Motion - feat. Mayer Hawthorne,Sebastian
0.00314,0.654,410897,0.734,Save the World,Swedish House Mafia
0.0369,0.448,258653,0.733,Myth,Beach House
0.0152,0.542,265480,0.854,Ready 2 Go,Martin Solveig
0.00206,0.469,235301,0.821,We Are Young - The Popopopops Remix,Juveniles
0.429,0.857,287200,0.889,Bop Gun (One Nation) - Radio Edit,Ice Cube
0.000407,0.796,279952,0.774,La Funky,Destructo feat. Oliver
0.0401,0.67,400742,0.897,In My Mind (Axwell Remix),Ivan Gough & Feenixpawl feat. Georgi Kay
0.000299,0.697,238206,0.68,On'n'On - Ruined by Rick Rubin,Justice
0.0193,0.352,248133,0.807,Don't Die,Killer Mike
0.122,0.687,357280,0.799,Van Vogue,Azealia Banks
0.0998,0.666,285320,0.811,How Do You Do?,Hot Chip
0.0285,0.764,270680,0.768,Night And Day,Hot Chip
0.0132,0.677,271480,0.86,Don't Deny Your Heart,Hot Chip
0.275,0.735,212333,0.801,Focused - feat. Kid Cudi,Wale
0.000483,0.286,242653,0.694,Neptune,Lemonade
0.00138,0.881,259200,0.564,"Function - feat. YG, IAmSu & Problem",E-40
0.0086,0.246,237947,0.843,Didn't You,Cloud Nothings
0.000248,0.515,172520,0.876,Search Party,Small Black
0.0227,0.816,222920,0.894,Mi Swing es Tropical,Nickodemus
0.00569,0.715,346773,0.518,Stock Exchange,Miss Kittin
0.0365,0.829,336906,0.637,Changes,Crazy P
0.289,0.444,346360,0.978,Play This (Also),J Rocc
0.232,0.612,212944,0.725,Obedear,Purity Ring
0.0989,0.7,285211,0.718,Slow Down,Poolside
0.000869,0.754,295867,0.877,I Don't Like,Chief Keef
0.148,0.327,275286,0.654,Sleeping Ute,Grizzly Bear
0.0173,0.646,197132,0.778,Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q
0.00991,0.486,252707,0.526,The Kids Were Wrong,Memoryhouse
0.473,0.551,283373,0.504,Walk With Me,Memoryhouse
0.0246,0.586,374133,0.806,Her Fantasy,Matthew Dear
0.00909,0.694,337187,0.716,Der Kommissar,After The Fire
0.122,0.817,220987,0.528,Slow Down,Clyde Carson
0.0764,0.611,255320,0.677,Genesis,Grimes
0.419,0.727,239360,0.657,About to Die,Dirty Projectors
0.229,0.485,330920,0.793,Best Night,The War On Drugs
0.0413,0.52,269000,0.872,Brothers,The War On Drugs
0.000105,0.399,304907,0.761,We Own The Sky,M83
0.52,0.582,212602,0.903,Chicken Half,Sugarman Three
0.0833,0.852,237533,0.523,Two Of Hearts,Stacey Q
0.0156,0.623,289640,0.806,The Perfect Kiss,New Order
0.145,0.844,265400,0.688,Can I Kick It?,A Tribe Called Quest
0.0275,0.684,195373,0.603,Sure Thing,Miguel
0.000103,0.498,322933,0.553,Kim & Jessie,M83
0.0329,0.162,247027,0.254,Outro,M83
0.0842,0.671,272175,0.784,We Are the People,Empire of the Sun
0.597,0.792,239427,0.387,Look At Where We Are,Hot Chip
0.0801,0.417,213853,0.944,Don't Owe You a Thang,Gary Clark Jr.
0.0726,0.739,386907,0.526,Money Trees,Kendrick Lamar
0.203,0.791,286213,0.916,Hood Pass Intact feat. MC Eiht,Dâm-Funk
0.00341,0.491,128187,0.935,Got No Money,FIDLAR
0.0581,0.748,306600,0.586,Birthday Song,2 Chainz
7.79E-05,0.351,141305,0.931,Oh,FIDLAR
0.001,0.48,139560,0.964,No Waves,FIDLAR
3.41E-05,0.123,99413,0.963,Wake Bake Skate,FIDLAR
0.00814,0.401,93267,0.972,No Ass,FIDLAR
0.00023,0.228,182600,0.886,Black Out Stout,FIDLAR
0.0214,0.465,295880,0.633,Plague,Crystal Castles
0.11,0.438,192000,0.539,Kerosene,Crystal Castles
0.0036,0.396,186627,0.601,Wrath Of God,Crystal Castles
0.000183,0.596,178800,0.628,Pale Flesh,Crystal Castles
0.000964,0.276,141627,0.766,Past Lives,DIIV
0.104,0.241,194600,0.588,Pictures Of Matchstick Men,Status Quo
0.000341,0.821,397166,0.902,Get Up,Craig Bratley
0.854,0.354,476164,0.228,Cloud Atlas End Title,Tom Tykwer
0.0372,0.638,210160,0.897,Keep You,Wild Belle
0.0101,0.651,247360,0.642,Anything New,Bibio
0.0543,0.625,193147,0.576,Adorn,Miguel
0.169,0.759,346160,0.772,Louie Louie,Toots & The Maytals
0.0175,0.726,190360,0.664,Under Mi Sensi,Barrington Levy
0.8,0.611,448315,0.9,Loner,Burial
0.0845,0.865,233300,0.549,Murderer,Barrington Levy
0.00135,0.794,375179,0.481,Space Cakes - Original,Tanner Ross
0.0193,0.614,323600,0.677,"There, There",Radiohead
0.0113,0.535,258413,0.857,Nightcall,Kavinsky
0.453,0.815,230307,0.672,Jacket & Tie,Toyan
0.00104,0.595,247175,0.794,Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones
4.06E-05,0.683,230587,0.698,All Of Me,Tanlines
0.0829,0.722,192026,0.619,Females Welcomed (feat. Reija Lee),Trinidad James
0.0985,0.647,277375,0.841,Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker
0.000455,0.428,146227,0.972,Max Can't Surf,FIDLAR
9.19E-06,0.325,109533,0.918,Wait for the Man,FIDLAR
0.074,0.912,400751,0.781,Inspector Norse,Todd Terje
0.0324,0.771,246573,0.416,Love Sosa,Chief Keef
0.00069,0.759,398615,0.764,This Time Around,Softwar
0.135,0.691,264213,0.737,See Blind Through,Canyons
0.139,0.701,261120,0.822,Vowels = space and time,Grimes
0.263,0.736,260413,0.58,Be A Body,Grimes
0.131,0.564,171573,0.912,Unchained (The Payback / Untouchable),James Brown
0.164,0.824,181800,0.513,Stomp - Dirty,5kinAndBone5
0.0451,0.406,152040,0.74,Borrowed Time,Parquet Courts
0.116,0.762,204293,0.883,Young N*****,Gucci Mane
0.078,0.54,187847,0.77,All Gold Everything,Trinidad James
0.109,0.834,389508,0.481,What I Might Do - Club Mix,Ben Pearce
0.00855,0.714,155337,0.905,I Love It (feat. Charli XCX) - Original Version,Icona Pop
0.0015,0.36,162168,0.774,Kenosha,Swearin'
0.018,0.609,209760,0.798,Fineshrine,Purity Ring
0.0047,0.777,309180,0.688,Flow,Disclosure
0.135,0.749,267307,0.647,C'Est La Vie,Booba
0.0202,0.67,260853,0.544,Caramel,Booba
0.00627,0.684,228907,0.637,O.G,Booba
0.151,0.633,321627,0.85,HLM 3,Lunatic
0.049,0.594,457205,0.77,The Mighty Ming - Original Club Mix,Funkagenda
0.0119,0.473,196664,0.794,Harlem Shake,Baauer
0.00207,0.931,255844,0.606,Purp Walk,Lunice
0.432,0.744,232611,0.685,Do You Like It? (Feat. Kool A.D),Chaz Van Queen
0.0452,0.752,150053,0.783,Gucci On The Rise,Gucci Mane
0.00469,0.821,280173,0.469,Hate Bein' Sober,Chief Keef
0.00271,0.908,237293,0.513,Traffic,Lil Reese
0.0401,0.636,267147,0.702,Hold Me Back,Rick Ross
0.239,0.839,636213,0.583,Oldie,Odd Future
0.0425,0.79,173160,0.531,Started From the Bottom,Drake
0.0596,0.787,121874,0.81,Dum Dum,Baauer
0.000451,0.603,342020,0.978,Higher - Extended,Just Blaze and Baauer
0.00402,0.937,225940,0.67,"Gone, Gone",Juicy J
0.0912,0.748,275907,0.703,Rock Creek Park,The Blackbyrds
0.00741,0.727,250587,0.235,Leaving Babylon,Bad Brains
0.000117,0.857,222330,0.948,Trap Shit V7,UZ
0.0295,0.793,432800,0.978,Good Life - Original 12'' Mix,Inner City
0.0492,0.738,461560,0.808,Big Fun - Original 12'' Mix,Inner City
0.00905,0.864,223071,0.86,Piss Test (feat. Juicy J & Dany Brown),A-Trak
0.0234,0.688,219618,0.457,Can't Seem To Make You Mine,Sky Saxon & The Seeds
0.423,0.786,267160,0.525,Borderline,Classixx
0.00201,0.734,394857,0.686,Elevate - Q45 Remix,Toni Toni Lee
0.0196,0.765,246823,0.891,With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor)
0.00263,0.725,238640,0.798,Can't Shake This Feeling,Grum
0.014,0.962,156800,0.592,Check Me Out Like,Blaqstarr
0.00167,0.845,292654,0.455,Second Summer,YACHT
0.000321,0.5,261587,0.95,Demon To Lean On,Wavves
0.0537,0.648,322760,0.547,Walk In The Park,Beach House
0.00576,0.77,347387,0.69,Reckless (With Your Love),Azari & III
3.13E-05,0.61,420384,0.907,Reckless (With Your Love) - Tensnake Remix,Azari & III
0.00318,0.663,146906,0.877,Never Be Your Woman (Shy FX Radio Edit) [feat. Emeli Sandé],Wiley
0.000548,0.831,155042,0.373,(Bonus) Break Her Down,Iamsu!
0.0482,0.653,141724,0.817,Molly Ringwald,Danny Brown
8.34E-05,0.72,255135,0.748,8 Feet Tall,Problem
0.769,0.808,118353,0.593,36 Chamber Flow,Flatbush Zombies
0.0302,0.798,216585,0.481,Trill Hoe,Western Tink
0.00706,0.586,245733,0.915,Saturday Love,Toro y Moi
0.15,0.695,240040,0.615,Sweater Weather,The Neighbourhood
0.00749,0.587,250299,0.784,Oh My - Club Mix,The Partysquad
0.0765,0.675,205533,0.862,Saltkin,Purity Ring
0.116,0.671,239613,0.73,Lofticries,Purity Ring
0.00221,0.632,156614,0.793,Get It In,Iamsu!
0.0106,0.774,227327,0.92,My Bad - Club Mix,The Partysquad
0.0415,0.941,207040,0.685,I'm Different,2 Chainz
0.0426,0.794,248413,0.811,Get Lucky - Radio Edit,Daft Punk
0.0436,0.805,192623,0.634,Had A Dream,EMP DASME
0.00584,0.394,225680,0.669,Recover,CHVRCHES
0.0347,0.635,224747,0.459,Now Is Not the Time,CHVRCHES
0.00116,0.669,211042,0.765,MDA,Problem
0.0637,0.742,304880,0.912,Pop That,French Montana
0.244,0.624,205973,0.752,Young & Gettin' It - feat. Kirko Bangz,Meek Mill
0.45,0.622,218480,0.628,Best Wishes,Iamsu!
0.121,0.719,216000,0.66,Kids,Iamsu!
0.000478,0.525,200015,0.8,Levitate,Paper Diamond
0.14,0.525,291162,0.538,Get Free (feat. Amber of Dirty Projectors),Major Lazer
0.000373,0.472,246427,0.855,Balance,Future Islands
0.00417,0.9,262168,0.929,The Lion - Original Mix,The Partysquad
0.000839,0.802,334849,0.586,For Your Love - Club Edit,The Partysquad
0.000423,0.723,358436,0.669,For Your Love - Olav Basoski Remix,The Partysquad
0.284,0.797,253187,0.508,Slippin’,Quadron
0.00255,0.869,224107,0.426,Take You On,Peaches
0.0302,0.756,256933,0.595,One of Those Nights,Juicy J
0.0267,0.821,632693,0.793,Get Lucky - Daft Punk Remix,Daft Punk
0.000891,0.806,297907,0.772,No Way Back,Adonis
0.152,0.702,420107,0.504,Ride The Rhythm,On The House featuring Marshall Jefferson
0.0956,0.646,282791,0.929,Move Your Body - Extended Mix,Benny Benassi
0.000736,0.491,281853,0.883,Rockin' In The Free World,Neil Young
0.028,0.291,192960,0.901,Feels Like We Only Go Backwards,Tame Impala
0.274,0.683,266173,0.776,Half Full Glass of Wine,Tame Impala
0.00845,0.799,207843,0.605,"Bubble Butt [Radio Mix] [feat. Bruno Mars, 2 Chainz, Tyga & Mystic]",Major Lazer
0.00968,0.836,230627,0.817,Wop (Official Version),J. Dash
0.0613,0.931,202199,0.415,Don’t Drop That Thun Thun,Finatticz
0.00579,0.683,284267,0.989,Give It Away,Red Hot Chili Peppers
0.0472,0.379,570733,0.782,Wakin on a Pretty Day,Kurt Vile
0.000289,0.771,227143,0.949,Hulk (Dillon Francis Remix),Clockwork
0.000183,0.695,295714,0.792,Dill the Noise,Dillon Francis and Kill The Noise
0.000258,0.375,212947,0.804,Dead Sound,The Raveonettes
0.00533,0.421,164289,0.8,Rvtchet Bitch,Brillz & Teddy Tuxedo
0.0216,0.886,217893,0.474,Swing,Savage
0.0597,0.65,242056,0.985,You & Me - Baauer Remix,Disclosure
0.0155,0.76,285651,0.944,Next Order,Dog Blood
0.0645,0.824,180107,0.883,It's You,Duck Sauce
0.0553,0.482,350120,0.72,m.A.A.d city,Kendrick Lamar
0.00778,0.786,263120,0.604,Bounce It,Juicy J
0.00842,0.853,139240,0.578,Pu$$y Magnet (feat. Keayshawn),Roach Gigz
0.315,0.794,236280,0.82,Fashion Killa,A$AP Rocky
0.114,0.725,251333,0.661,I Wanna Be With You,DJ Khaled
0.025,0.854,207264,0.46,Gas Pedal (feat. IamSu),Sage The Gemini
0.436,0.862,198531,0.364,Red Nose,Sage The Gemini
0.461,0.432,262857,0.703,"U.O.E.N.O. Remix (feat. Future, Wiz Khalifa)",Rocko
0.0235,0.847,246100,0.713,VERSACE,Flap Jack
0.444,0.654,165432,0.794,Strictly 4 My Jeeps,Action Bronson
0.000134,0.701,389493,0.914,The Giver - Original Mix,Duke Dumont
0.00264,0.844,310334,0.728,Lean & Bounce,Duke Dumont
0.155,0.582,311093,0.884,Swishas and Dosha - Main Version - Clean,UGK
0.0352,0.697,172760,0.682,Players Anthem,UGK
0.003,0.766,227027,0.453,"Hold On, We're Going Home",Drake
0.426,0.872,188347,0.541,Living,2 Chainz
0.0152,0.621,335156,0.813,Taylor Gang - Bonus Track,Wiz Khalifa
0.311,0.675,205740,0.617,I'm A Martian,Brian Pumper
0.104,0.689,229853,0.879,The Drop,Bro Safari
0.011,0.63,160858,0.664,Drippin,MiM0SA
0.00246,0.514,296400,0.75,Heaven,TR/ST
0.0557,0.599,222160,0.677,I Need You,Glass Figure
0.0281,0.64,197120,0.888,From Nowhere,Dan Croll
0.475,0.599,228467,0.533,I Follow Rivers,Lykke Li
0.356,0.667,234994,0.901,L'Amour Parfait,Yelle
0.109,0.742,214693,0.77,Northern Lights,Kate Boy
0.0938,0.874,281373,0.704,Shabba,A$AP Ferg
0.152,0.726,178507,0.834,Work,A$AP Ferg
0.0247,0.834,285947,0.732,Work REMIX,A$AP Ferg
0.00469,0.712,252313,0.865,The Way We Are,Kate Boy
0.422,0.422,260276,0.641,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko
0.268,0.651,182384,0.773,Now You Do,A-1
0.00142,0.728,294011,0.77,Holding On - Jerome LOL Remix,Classixx
0.0296,0.907,849960,0.643,Music Is the Answer - Original Extended 12-Inch Mix,Celeda
0.00255,0.855,233272,0.898,Test Me - UZ Remix,Flosstradamus & DJ Sliink
0.000901,0.769,215294,0.792,Test Me,Flosstradamus & DJ Sliink
0.00525,0.7,307467,0.675,No New Friends - SFTB Remix,DJ Khaled
0.0215,0.825,199973,0.489,R.I.P.,Jeezy
0.015,0.607,216453,0.913,Baby Blue,Badfinger
0.0193,0.751,211825,0.882,Dip,Danny Brown
0.32,0.723,210880,0.848,25 Bucks [feat. Purity Ring],Danny Brown
0.00152,0.626,299383,0.888,Fascism,Sam Sparro
0.00723,0.743,259683,0.633,Marc Jacobs,Riff Raff
0.224,0.752,437293,0.767,One Of Us - Original Mix,Iron Galaxy & Sexlife
0.000768,0.66,214636,0.763,Can We Go Up?,Paper Diamond
0.00144,0.211,162436,0.963,This Lonely Morning,Best Coast
0.0252,0.528,290933,0.514,Time Has Come Today,The Chambers Brothers
4.91E-05,0.442,207027,0.797,Sad Eyes,Crystal Castles
0.0468,0.876,170480,0.716,Wearing My Rolex - Radio Edit,Wiley
0.00174,0.67,174122,0.848,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont
0.268,0.237,311680,0.89,Stoned and Starving,Parquet Courts
0.0438,0.59,453949,0.721,Reflektor,Arcade Fire
0.000334,0.907,183581,0.616,Jack,Breach
0.0175,0.764,198907,0.547,Tennis Court,Lorde
0.0426,0.667,280080,0.465,Primetime (feat. Miguel),Janelle Monáe
0.00349,0.772,227880,0.407,"Hold On, We're Going Home",Drake
0.717,0.345,237973,0.313,Hannah Hunt,Vampire Weekend
0.0151,0.502,255632,0.732,Latch,Disclosure
0.03,0.35,313707,0.844,Play by Play,Autre Ne Veut
0.344,0.69,237040,0.737,I Blame Myself,Sky Ferreira
0.278,0.716,205800,0.568,Sunday,Earl Sweatshirt
0.591,0.624,251627,0.724,Step,Vampire Weekend
0.189,0.74,261360,0.798,You're Not Good Enough,Blood Orange
0.0543,0.81,527705,0.949,Strandbar (disko),Todd Terje
0.886,0.574,217053,0.324,Open,Rhye
0.076,0.741,257733,0.894,Falling,HAIM
0.00963,0.667,277688,0.848,White Noise,Disclosure
0.000195,0.122,377177,0.913,Bumpy Road,Destruction Unit
0.0715,0.869,275867,0.712,Shabba,A$AP Ferg
0.0246,0.841,283693,0.733,Work REMIX,A$AP Ferg
0.0116,0.816,224853,0.543,Dope,Tyga
0.649,0.288,171620,0.394,Here Comes The Night Time II,Arcade Fire
0.0392,0.57,405213,0.742,Warm In The Winter,Glass Candy
0.00626,0.807,442213,0.634,Don't Let It Get to Your Head,Black Harmony
0.0086,0.656,224286,0.787,We Fall Down,ASTR
0.0152,0.333,264384,0.789,R U With Me,ASTR
0.064,0.652,224685,0.744,Blue Hawaii,ASTR
0.000986,0.771,218356,0.857,Razor,ASTR
0.949,0.619,240707,0.324,Stay,Rihanna
0.000483,0.701,224200,0.829,The Sound Of San Francisco - Progressive Album Mix,Global Deejays
0.503,0.683,250653,0.478,Sunshine Of Your Love,Cream
0.364,0.507,180000,0.63,Somebody to Love,Jefferson Airplane
0.514,0.529,178507,0.645,San Francisco (Be Sure to Wear Flowers In Your Hair) - Single Version,Scott McKenzie
0.351,0.561,155040,0.329,White Rabbit,Jefferson Airplane
0.000294,0.827,352341,0.462,Pleasure Power (DJ Smash Disco Remix),Afrolicious
0.134,0.359,229147,0.662,Bound 2,Kanye West
0.00969,0.589,323480,0.621,Drunk in Love,Beyoncé
7.59E-05,0.597,343878,0.839,Viol - Original Mix,Gesaffelstein
0.00778,0.677,256133,0.64,Good Mistake,Mr Little Jeans
0.0261,0.556,260147,0.722,Runaway,Mr Little Jeans
0.0416,0.348,223227,0.856,Fall In Love,Phantogram
0.00207,0.468,235920,0.971,You’re Not The One,Sky Ferreira
0.162,0.529,230213,0.95,Sacrilege,Yeah Yeah Yeahs
0.0233,0.824,299960,0.572,Collard Greens,ScHoolboy Q
0.37,0.645,272453,0.836,Hell Of A Night,ScHoolboy Q
0.00392,0.683,201987,0.692,1977,Ana Tijoux
0.14,0.85,220347,0.534,Latino & Proud,DJ Raff
0.0796,0.868,342773,0.627,Move That Dope,Future
0.00135,0.702,218483,0.74,Slasherr,Rustie
0.858,0.741,227627,0.449,Outlines,AlunaGeorge
0.464,0.655,190330,0.704,Platoon,Jungle
0.00539,0.749,216013,0.857,Man Of The Year,ScHoolboy Q
0.00011,0.742,449499,0.965,Spacer Woman - Vocal,Charlie
0.000595,0.805,445417,0.79,Nobody Else - Original Mix,Dusky
0.421,0.876,240000,0.675,Stoner,Young Thug
0.00767,0.541,308360,0.982,Elevate,St. Lucia
0.112,0.857,223784,0.981,Independent - House Remix,Hoodfellas
0.000518,0.771,393387,0.963,Au Seve,Julio Bashmore
0.0235,0.761,387774,0.478,Synchronize,Discodeine
0.00204,0.805,285015,0.879,Don't Miss,The Alexanders
0.00118,0.682,295020,0.953,Coucou disco,Dim Sum
0.000725,0.801,315001,0.718,Vowel Play - Original,Them Jeans
0.00188,0.661,311920,0.837,The Devil Is A Lie,Rick Ross
0.0454,0.895,194133,0.783,North North,Project Pat
0.548,0.706,206148,0.707,Temporary View,SBTRKT
0.15,0.516,210680,0.718,"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino
0.106,0.653,184538,0.781,Accelerate,Jungle
0.763,0.707,275227,0.709,0 To 100 / The Catch Up,Drake
0.0505,0.794,194561,0.51,Hot N*gga,Bobby Shmurda
0.394,0.484,160187,0.265,You'll Never Walk Alone - 2002 Remastered Version,Gerry & The Pacemakers
0.000599,0.487,324807,0.68,Your Soul,Hippie Sabotage
0.0126,0.6,588520,0.811,dance yrself clean - live at madison square garden,LCD Soundsystem
0.713,0.628,303560,0.575,Running Up That Hill (A Deal With God),Kate Bush
0.0323,0.227,230373,0.635,High Ball Stepper,Jack White
0.768,0.275,283872,0.216,The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd
0.00416,0.644,211200,0.848,All We Need (feat. Shy Girls),ODESZA
0.00692,0.564,212986,0.846,Catamaran,Allah-Las
0.712,0.277,235747,0.29,Fool,Perfume Genius
0.296,0.609,291092,0.909,Bulbform,TR/ST
0.000563,0.417,167091,0.73,Passing Out Pieces,Mac Demarco
0.36,0.784,212154,0.649,Tuesday,ILoveMakonnen
0.0674,0.289,149013,0.942,Drop Dead Baby,Ty Segall
0.00342,0.313,155013,0.893,My Sunshine,Ty Segall
0.000588,0.803,426850,0.769,BIG Fun - Full Intention 88 Remix,Inner City
0.0421,0.895,232533,0.517,Natty Dread A Weh She Want,Horace Andy
0.0326,0.598,228707,0.885,DLZ,TV On The Radio
0.123,0.749,258773,0.855,Whatcha Gonna Do,Koopsta Knicca
0.0625,0.758,252333,0.629,18 With A Bullet,Pete Wingfield
0.602,0.746,190733,0.484,The Boss,James Brown
0.00234,0.191,194400,0.979,Drifting In And Out,Porcelain Raft
0.0389,0.856,194747,0.719,Made Me,Snootie Wild
0.605,0.583,263397,0.515,Way to be Loved,TOPS
0.00042,0.22,82893,0.94,Just Wanna Love You Girl,Epsilons
0.464,0.535,178867,0.91,Be Brave,The Strange Boys
0.619,0.722,175867,0.28,Tupelo (Pt. 1) - Single Version,Albert King
0.0758,0.747,229640,0.894,Candyman,Cornershop
0.565,0.63,247293,0.374,Somebody Was Watching,Pops Staples
0.615,0.508,174067,0.247,Tupelo - Part 1,Pop Staples
0.207,0.54,360867,0.21,Tupelo,Steve Cropper
0.114,0.665,216728,0.513,"Damn Son, Where'd You Find This? - Future of TRAP Mix",Trendsetter
0.00884,0.51,286290,0.603,I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix,Trendsetter
0.114,0.665,216728,0.513,Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,Markus Maximus
0.000321,0.647,369235,0.793,Work - The Advent & Spiriakos Remix,ZZT
0.612,0.649,175733,0.406,Mannish Boy,Muddy Waters
0.172,0.683,315094,0.805,Holding On,Disclosure
0.99,0.148,175173,0.031,"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",Nikolaus Harnoncourt
0.227,0.873,165544,0.504,My Main,Mykfresh
0.00497,0.376,825027,0.801,Southern Man - Live,"Crosby, Stills, Nash & Young"
0.0113,0.523,203046,0.863,Won't Look Back,Duke Dumont
0.0226,0.586,214227,0.892,Chrome Knight - Feat. Chromeo,Surkin
0.666,0.827,202360,0.503,Black Boy,Pops Staples
0.11,0.589,382733,0.616,Give Me The Sunshine,Leo's Sunshipp
0.391,0.702,311892,0.495,Motherless Child,Romare
0.0975,0.582,252038,0.875,Giudecca,Ghost Culture
0.0169,0.374,293851,0.853,Living Every Dream,Antwon
0.0339,0.422,259301,0.851,Easy Rider,Action Bronson
0.127,0.474,271822,0.837,Nissim,The Gaslamp Killer
0.13,0.61,178560,0.672,Topless,Orlando Julius
0.597,0.571,207360,0.836,Breakthrough,The Funkees
0.0672,0.802,451341,0.872,Stand Up - Tiger & Woods Remix,Pitchben
0.218,0.793,194240,0.607,Blow a Bag,Future
0.0319,0.846,328962,0.472,Ain't got nobody,Sísý Ey
0.269,0.575,302987,0.641,I Want'a Do Something Freaky To You,Leon Haywood
0.000997,0.787,484853,0.916,I Got a Feeling,Shit Robot
0.304,0.614,218413,0.575,Standard,Empress Of
0.103,0.835,389508,0.481,What I Might Do - Club Mix,Ben Pearce
0.201,0.696,398747,0.852,Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang
0.611,0.597,172667,0.71,Do You Love Me,The Contours
0.0185,0.609,377893,0.664,Too Bad I Have To Destroy You Now,Kid Cudi
0.737,0.571,176800,0.839,Louie Louie,The Sonics
0.229,0.494,147893,0.666,Heart Full of Soul,The Yardbirds
0.236,0.347,150627,0.638,For Your Love,The Yardbirds
0.436,0.684,250000,0.486,Sunshine Of Your Love,Cream
0.000641,0.787,520311,0.679,Taifa - The Emperor Machine Mix,Partial Arts
0.00254,0.696,502888,0.643,Taifa,Partial Arts
0.0043,0.894,376000,0.676,Make It,Patrick Di Stefano
0.00524,0.81,418187,0.547,Face It,Master C & J
0.0263,0.739,257600,0.878,Mary-Mary (M&M Unreleased Mix) [feat. Dajae],Grand High Priest
0.000173,0.641,262000,0.954,Supernature - Edit,Cerrone
0.136,0.829,321067,0.65,I'll Be Good,Rene & Angela
0.00479,0.777,318470,0.671,Defected In The House Ibiza 2013 Mixtape,Simon Dunmore
0.271,0.567,336800,0.851,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School
0.934,0.44,254360,0.433,Episode I - Duel of The Fates,John Williams
0.813,0.745,132947,0.544,Three Cool Cats,The Coasters
0.00113,0.616,200800,0.943,Mercy,The Third Degree
